epoch,train_loss,train_node_mse,train_edge_attr_mse,train_edge_presence_bce,train_target_mse,val_loss,val_node_mse,val_edge_attr_mse,val_edge_presence_bce,val_target_mse,test_loss,test_node_mse,test_edge_attr_mse,test_edge_presence_bce,test_target_mse
1,60.6409157551967,0.4603218295704546,60.03892180018675,0.3210055597805795,0.10957164307103343,36.109693511057706,0.3889168819759862,35.612764512078236,0.1961359207618371,0.08839857443627154,34.42814384320277,0.38933423471263073,33.93072547812474,0.1988601411186804,0.08819812019954477
2,34.588302223397925,0.20075011787959574,34.28800419494575,0.2145644333339164,0.07809144116930469,34.994635339510644,0.10911350424196255,34.77201201552052,0.1873469723777919,0.09477517934644984,33.21554819041975,0.10854808766385075,33.00869258369986,0.19107155240583296,0.0792002807786869
3,33.978095825450296,0.11574951837145664,33.76674635240459,0.208419745295969,0.0747579575620856,34.53524050739525,0.1105572413495284,34.31493498915333,0.18484696106048626,0.09126349745580063,32.75088468736864,0.11010034988949619,32.5437211064216,0.18908044378275635,0.07815522889434323
4,33.36789951139935,0.11766034657612325,33.152717375888116,0.2072797159174781,0.07679382559186167,33.555267697673735,0.11626298657202788,33.32896812891556,0.18244672040481352,0.09179198635165911,31.86694050686253,0.11657574520962131,31.652144265362598,0.1878191423306628,0.0794385936905647
5,32.80825901003536,0.11583842098826504,32.59545598243975,0.2037867545465576,0.0765859015505489,33.082949339333226,0.11647678067707747,32.85469655128522,0.18199456548370885,0.093576550535663,31.453960500802268,0.11723803266139794,31.2385811893333,0.18715649416909755,0.07942561647290085
6,32.49407706125081,0.11368574096887596,32.285091210026714,0.20198763609019865,0.07510135508746092,32.8128562404611,0.11694599171353262,32.58359472899787,0.18123372555789302,0.094192095205785,31.219092108258426,0.11806448250226774,31.003887358738055,0.18613059327514778,0.0785271473055989
7,32.249750952887,0.11255739555986037,32.04353043425646,0.20050563293882423,0.07361255901311672,32.56491036064881,0.11597798542135347,32.33774747417471,0.18111231752623946,0.09307363246058477,31.001448755940114,0.11756355006668198,30.787322890914957,0.18630711097573358,0.077931604027049
8,32.033551269526775,0.11051162613194837,31.83026367406697,0.1993485823867783,0.07284111413712621,32.33605587684502,0.11210395073739149,32.1092607476617,0.17860036004482016,0.09683114831042502,30.789990260407055,0.1137335399649744,30.577080638014426,0.18365448955006486,0.08081058737836544
9,31.837700221448376,0.10861091927890902,31.637080187812924,0.19812767747139798,0.07219635516899846,32.09930025520971,0.1087334643796844,31.88031944447318,0.17719979380062745,0.09252743164865342,30.562891948629865,0.11018251827930216,30.35593675328052,0.18250115920552432,0.07852249364991944
10,31.670208038245082,0.10616510989086014,31.472926687264646,0.1968887728575876,0.07142737086745467,31.901721601432325,0.10496724831561248,31.679790003825044,0.17579881880579695,0.09938455958874359,30.368581547574422,0.10620151199693754,30.160141070308335,0.1811512289710558,0.0841238847477826
11,31.530500605741718,0.10338519245923457,31.336656446297543,0.1955525634602276,0.07090370754957881,31.7324224973129,0.10182852801040741,31.51820880006262,0.17474022884405938,0.09491112947448861,30.20893928247487,0.10298026878963618,30.00809933219369,0.18004238298089487,0.0798554310701015
12,31.414241342871673,0.10113809518439613,31.22368441827484,0.19417299087342543,0.0700015474510292,31.592217423821573,0.0992865122612671,31.37854164737766,0.17334865151488849,0.09705433926902222,30.077466698393735,0.10026009836652147,29.878071679343076,0.1785355715770421,0.08128136003352066
13,31.302140330122,0.09930829387960878,31.11389639006441,0.192844951069362,0.06965116234111256,31.460740531231725,0.09715999124077081,31.25193231927473,0.1719458988830868,0.09445362235945623,29.951696337802517,0.09771470594711192,29.75765739901485,0.17689332297937138,0.07863493345108304
14,31.179626084883797,0.09768677638186733,30.993529174657066,0.19143597348078503,0.0692665344035912,31.283557471582444,0.09503708874522629,31.078165644306246,0.17060097553214784,0.09329470459175807,29.797159924845058,0.09531150493682838,29.606587094084173,0.17550986710339395,0.07771038003449189
15,31.01390934996995,0.09613613521981121,30.829346001724875,0.19014339779600026,0.06941285883454643,31.06904304903106,0.09326534659343924,30.865787131638175,0.1693787867529581,0.09305269900929067,29.602037624048748,0.09293046391268414,29.414518917013655,0.17426713513420636,0.07716152308144536
16,30.83478686439785,0.09492261533477166,30.652039622393776,0.188970974212656,0.06892752097479997,30.822327368676998,0.09242187763990486,30.619503484607417,0.16857775696421748,0.0935442572591779,29.389256907385477,0.09159226360831048,29.203402339504773,0.17339326978668454,0.07692298104404777
17,30.619640020987255,0.0941220745367848,30.438055078992395,0.18793524783383153,0.06866933415692744,30.48089822402782,0.09155650253770715,30.277843680085436,0.167471149147062,0.0947508717295819,29.101746230238067,0.09073571425097508,28.91633477799223,0.17216307678873458,0.07745942465748315
18,30.347526938920147,0.09328523734751003,30.167016037745547,0.18691251114146237,0.06853440652072552,30.051265880886444,0.09088784970848238,29.850071621479962,0.16616591922728355,0.0936898021254357,28.7486281137141,0.09016362112455481,28.56540779253942,0.1708037615604601,0.0759763169233147
19,30.068425004064984,0.0922636554907648,29.889206166632256,0.1854834605157987,0.06840685859504936,29.681382736917268,0.08977774684817272,29.480259448121497,0.16476713870204773,0.09486880393548852,28.438843525363392,0.08913906857449552,28.25627595896483,0.1694786353217648,0.07648065183592809
20,29.849929891489566,0.09121104722121215,29.672327532582322,0.18391703731483883,0.06799959164094786,29.436685246936346,0.0883322207593901,29.239785568862313,0.16321713984601915,0.09224574111723,28.230477856213028,0.08777892041237649,28.05122411933158,0.16781845135795162,0.0746929481126896
21,29.69209683238499,0.09016163464459775,29.516260960975096,0.18260710387854098,0.06741352599524825,29.27129540200961,0.08726534965621718,29.073813519235383,0.16198083074331956,0.0940184892302558,28.087791419842738,0.0867155166122857,27.909052245573108,0.1665239982874062,0.07537119490683587
22,29.56355555670522,0.0893427830629599,29.38885945247716,0.18168841297152594,0.06718447469245852,29.124873430715443,0.08618167146914087,28.92733072561059,0.1610043584079729,0.09526062777297477,27.954865061642305,0.08571029681507059,27.776600844215533,0.16556810733527336,0.07599711875526571
23,29.44025558755741,0.08864249087208284,29.266557829081574,0.18097375856662767,0.06695789751184193,28.991323481845317,0.08534548775750701,28.794174523003356,0.1602080510455673,0.09578269891181729,27.82408257732241,0.08489295913009193,27.646267432866136,0.1648607535546846,0.07643610937753081
24,29.30622988242063,0.08807353764156448,29.133174610221815,0.1803308634709417,0.06694864529782671,28.836549664621298,0.08485794541989006,28.639465873524294,0.15960860862738668,0.09626490592372493,27.658982907192602,0.08436343140137477,27.48219833173777,0.16445052360142937,0.07597606918283217
25,29.13233752881142,0.08770717027135973,28.960087962389622,0.17971288577722547,0.06657111502643778,28.613856409902628,0.08445943186406867,28.4168322773303,0.15891634399271282,0.09667304642123596,27.420814345953033,0.08411981314811806,27.244487576221857,0.1641965848097964,0.07578726911592222
26,28.90619473050536,0.08742871009549484,28.734671547139577,0.17927806561676787,0.0661666708810261,28.325242201487224,0.08450882347290126,28.12875672248797,0.15873640327382896,0.09610296065536311,27.124576843942556,0.08403583871410901,26.948448420447,0.16432305056591986,0.07566027513196756
27,28.658336097283364,0.08706786841311366,28.4872523162135,0.1787417097826991,0.06614175547002803,28.05420085131112,0.08398979825972669,27.857507996639963,0.15787988368653308,0.09691496694816992,26.846953503666274,0.0834381531816455,26.670819831707973,0.16354976937057464,0.07634058352975355
28,28.421124506402105,0.08636498228327091,28.25123369277869,0.17775932535402447,0.06574990248487243,27.79499158212694,0.08345592526013905,27.60172568876191,0.15685548970086427,0.09412439789598029,26.591471559419407,0.08300032904884946,26.41877946127744,0.1625923610187265,0.07343250150465971
29,28.21652755105436,0.08603726175393361,28.04734154916236,0.17663714048083806,0.06548502848996109,27.560694425119518,0.0832553670483794,27.368309497833252,0.15593362927941953,0.0935362286788101,26.378736080460037,0.08306666114355322,26.20519532831948,0.16160450835866252,0.07431368092631095
30,28.04107652483571,0.0858202368650084,27.87250982020056,0.17570393036027626,0.06517607108663906,27.352986362694345,0.08299555913624117,27.162328615026958,0.1549198864459318,0.09217019943062658,26.184695219305244,0.08309287944334386,26.01238848868943,0.1605934728552976,0.07315447852308825
31,27.88594209005042,0.08564924181809491,27.717974574990162,0.1748220760520516,0.06483606084221791,27.169554263184974,0.08301938581411954,26.978074604508567,0.15395956711664713,0.09306433404687961,26.01150134729901,0.08323884736208778,25.837921094518947,0.15956232664309775,0.0743851716625883
32,27.74888353842649,0.08544255397739875,27.580966640518266,0.17394158306821844,0.06508018488566247,27.010521619333385,0.08279609282390546,26.81794502236749,0.15317562258260398,0.09446290007984466,25.859572055646442,0.08315633490407874,25.68552149074284,0.15902667006482601,0.07499156880762008
33,27.62515088016775,0.08518140674471786,27.458140409855996,0.17307151609617258,0.06452192561725513,26.860385983677233,0.08237259806591575,26.670089710903707,0.15212495115685598,0.09271118377689219,25.718451585544376,0.08294616692217942,25.545955774101998,0.15793250875053758,0.07375641010782322
34,27.511577485978375,0.08487351069227407,27.344869677952676,0.17234219463688996,0.0646000805256844,26.708128188289493,0.08193708526359944,26.515944809563415,0.15146709450304846,0.09509964013836573,25.57120280929125,0.08263800953003991,25.39697065578671,0.15735286542280452,0.07585882203888118
35,27.399088072518175,0.08454384776533995,27.23293970673359,0.17175554908316215,0.06442896643480407,26.57128613412717,0.08137377281541709,26.37734238576081,0.1509343330553696,0.09747658228162297,25.43004530658872,0.08229791413102876,25.254939530340078,0.15665062471168248,0.07714278598327014
36,27.28337545263491,0.08423088262596462,27.11765927745603,0.17143345225358841,0.06434193213913417,26.398561181321657,0.08096771218450897,26.20652332952467,0.15111262130282693,0.0959588250935888,25.261906740483962,0.08188503599503222,25.087884338258757,0.15699163156700885,0.07643816677958575
37,27.144242731226885,0.08397975006683835,26.978875088642784,0.17159641197710854,0.06422824354891997,26.181699550757973,0.08051427195406398,25.99005890431377,0.15158620733494138,0.0959677481819944,25.020617802937824,0.08160408133166669,24.84769449609471,0.15716224308089008,0.07560303828573915
