model,graphs,nodes,unique_edges,sampled_non_edges,node_feature_mse,edge_feature_mse,aa_identity_accuracy_pct,aa_identity_misclassified_pct,chain_accuracy_pct,interface_node_accuracy_pct,interface_edge_accuracy_pct,rsasa_i_mae,rsasa_i_rmse,rsasa_i_bias,drsasa_mae,drsasa_rmse,drsasa_bias,ca_dist_mae_angstrom,ca_dist_rmse_angstrom,ca_dist_bias_angstrom,edge_recall_pct,edge_precision_pct,edge_specificity_pct,sampled_edge_accuracy_pct,edge_f1_pct,checkpoint,target_id,node_features,edge_features,mean_true_dockq,mean_predicted_dockq,dockq_mae,dockq_rmse
gate_all_features,994,396606,2140830,2140830,0.023100487867983917,0.4677134206084607,69.40943909068446,30.590560909315546,100.0,97.98918826240653,99.99990657828974,,,,,,,0.7658794651380831,0.9668882685796145,-0.15948932600111124,84.54267737279466,98.30436024754309,98.54173381352092,91.5422055931578,90.9056435467523,checkpoints/gate_all_features/gate_model.pt,1us7,"aa_type,chain,interface_nodes","interface_edges,ca_dist",0.18379275643049367,0.09377909277826248,0.1383671419975166,0.17753013787146008
gate_no_aa_identity,994,396606,2140830,2140830,0.0006758900049578837,1.5403137825414093,,,100.0,99.99495721194333,99.9809886819598,,,,,,,1.2948035692676731,1.7541467658077663,-0.44474904209903404,18.890290214542958,78.58247673085518,94.85148283609628,56.87088652531962,30.458677592582827,checkpoints/gate_no_aa_identity/gate_model.pt,1us7,"chain,interface_nodes","interface_edges,ca_dist",0.18379275643049367,0.1577425890375431,0.1235542998061716,0.14542071346791766
gate_with_rsasa_drsasa_20ep,994,396606,2140830,2140830,0.022287095488932512,0.4517032896078675,67.75616102630822,32.24383897369177,100.0,97.9730513406252,99.99841183092539,0.07112618923117522,0.0840161767300863,-0.05820129451428629,,,,0.763820310317271,0.949974877145738,-0.14185769402161086,87.9114175343208,98.12297579398927,98.31831579340722,93.11486666386402,92.73693686857364,checkpoints/gate_with_rsasa_drsasa_20ep/gate_model.pt,1us7,"aa_type,chain,interface_nodes,rsasa_i","interface_edges,ca_dist",0.18379275643049367,0.09957123429362683,0.13264161415943423,0.16941637550688293
gate_all_features,1411,200362,992105,992105,0.026144797819511137,0.47484881364692605,64.78523871792056,35.21476128207943,100.0,93.69840588534753,99.99939522530377,,,,,,,0.7924460863081902,0.9733152587057653,-0.1715094617277761,86.79434132475897,95.26481039770238,95.68583970446677,91.24009051461287,90.83252768859865,checkpoints/gate_all_features/gate_model.pt,1wqj,"aa_type,chain,interface_nodes","interface_edges,ca_dist",0.346312544356126,0.31645885470021623,0.24935390919243652,0.31109745118279125
gate_no_aa_identity,1411,200362,992105,992105,0.0020421901801356648,1.3069998271731296,,,100.0,99.99750451682455,99.94214322072764,,,,,,,1.2388576801272806,1.6134116807652479,-0.6021675527705296,8.280272753388,93.52756335815288,99.42697597532519,53.8536243643566,15.213637066538018,checkpoints/gate_no_aa_identity/gate_model.pt,1wqj,"chain,interface_nodes","interface_edges,ca_dist",0.346312544356126,0.3868371752730335,0.27268213137369113,0.3117150461293966
gate_with_rsasa_drsasa_20ep,1411,200362,992105,992105,0.027806749509896513,0.5106607040083904,62.06166838023178,37.93833161976822,100.0,94.45054451442888,99.99959681686919,0.17631291817186565,0.1893373004396035,-0.1750092817077993,,,,0.8187481279816455,1.0095827332099472,-0.263364520011344,88.10186421800111,94.91214201481564,95.27721360138291,91.68953890969202,91.38029182085108,checkpoints/gate_with_rsasa_drsasa_20ep/gate_model.pt,1wqj,"aa_type,chain,interface_nodes,rsasa_i","interface_edges,ca_dist",0.346312544356126,0.13475925744129022,0.2794602435553469,0.38302973118107325
gate_all_features,1386,241164,1264777,1264777,0.021886677635816254,0.33430448543579255,69.6766515732033,30.323348426796702,100.0,97.45857590685178,100.0,,,,,,,0.6623325528429215,0.816742155277067,-0.11249332066000955,85.41395044343786,97.09155651741732,97.44136713428533,91.42765878886159,90.87915794928483,checkpoints/gate_all_features/gate_model.pt,1wrd,"aa_type,chain,interface_nodes","interface_edges,ca_dist",0.31792857146030357,0.2164025233485998,0.18945309164776625,0.25290305780218486
gate_no_aa_identity,1386,241164,1264777,1264777,0.0010206021471659468,1.1550736943886342,,,100.0,99.99958534441294,99.98086619222202,,,,,,,1.144808672231983,1.5180629415333946,-0.4218332002676457,6.661648654268697,91.31056755497275,99.36605425304224,53.01385145365547,12.417375925721233,checkpoints/gate_no_aa_identity/gate_model.pt,1wrd,"chain,interface_nodes","interface_edges,ca_dist",0.31792857146030357,0.20145488922816163,0.26260215607720383,0.3211046440473198
gate_with_rsasa_drsasa_20ep,1386,241164,1264777,1264777,0.022386402518082552,0.3411167750984879,69.47471430230051,30.525285697699488,100.0,97.05884792091689,99.99976280403581,0.07844249498403026,0.09440215917385975,-0.07009556706294029,,,,0.6789639713811549,0.825295300863992,-0.12296099333034029,87.54982103564501,96.9429921171605,97.23919710747428,92.39450907155965,92.00728706421467,checkpoints/gate_with_rsasa_drsasa_20ep/gate_model.pt,1wrd,"aa_type,chain,interface_nodes,rsasa_i","interface_edges,ca_dist",0.31792857146030357,0.16656315601383798,0.23974527978549293,0.32187086785602465
gate_all_features,1361,517180,3036884,3036884,0.021619381141911368,0.544458488684197,72.81642754940253,27.18357245059747,100.0,97.73773154414323,99.99394115810811,,,,,,,0.8216727421373381,1.0429116254761162,-0.2516383886620222,83.04189425740331,96.9912134756961,97.42393848431485,90.23291637085907,89.47614352451889,checkpoints/gate_all_features/gate_model.pt,1zli,"aa_type,chain,interface_nodes","interface_edges,ca_dist",0.3419375458532434,0.17128871146980934,0.21894464296994295,0.3033086011572621
gate_no_aa_identity,1361,517180,3036884,3036884,0.0008191857430635166,1.7645339581848893,,,100.0,99.99729301210411,99.92581211531292,,,,,,,1.421005569485321,1.8771242576356417,-0.6087623453928036,3.2839252338910536,93.02818018152476,99.75389247663065,51.51890885526085,6.343908422381442,checkpoints/gate_no_aa_identity/gate_model.pt,1zli,"chain,interface_nodes","interface_edges,ca_dist",0.3419375458532434,0.20792497637559174,0.23294682582411957,0.29652893624238064
gate_with_rsasa_drsasa_20ep,1361,517180,3036884,3036884,0.0220766357203598,0.5409723715089345,70.49634556634054,29.503654433659467,100.0,97.96859894040759,99.99657543719154,0.06383570475397413,0.0759120678008128,0.059718874307661436,,,,0.8192876549379927,1.0394344017283441,-0.21599111647309457,89.24143958083351,95.74246575729613,96.03155734627994,92.63649846355673,92.37771748392859,checkpoints/gate_with_rsasa_drsasa_20ep/gate_model.pt,1zli,"aa_type,chain,interface_nodes,rsasa_i","interface_edges,ca_dist",0.3419375458532434,0.43365924890802504,0.17437120333853165,0.2156895683165246
gate_all_features,1310,493870,2778451,2778451,0.021690306420037518,0.5340836061671312,73.18585862676413,26.814141373235866,100.0,98.10982647255351,99.9999280174457,,,,,,,0.8224595275223863,1.0331486176646458,-0.2351762397714899,83.47863611775051,97.87725617753351,98.18953078531887,90.83408345153468,90.10636212850127,checkpoints/gate_all_features/gate_model.pt,2a9k,"aa_type,chain,interface_nodes","interface_edges,ca_dist",0.34627862615681443,0.2923557062754194,0.18105270498226048,0.23056974731896904
gate_no_aa_identity,1310,493870,2778451,2778451,0.0006886486415511881,1.7981981095557775,,,100.0,99.99149573774476,99.98578344552415,,,,,,,1.424659905997448,1.8952633207674032,-0.5704747432031514,24.067690954420286,75.91400388476485,92.3638027087755,58.21574683159789,36.54818589642689,checkpoints/gate_no_aa_identity/gate_model.pt,2a9k,"chain,interface_nodes","interface_edges,ca_dist",0.34627862615681443,0.22722053104684553,0.24272192919285585,0.3013643446968905
gate_with_rsasa_drsasa_20ep,1310,493870,2778451,2778451,0.021916294302336953,0.5051736291148532,72.67681778605706,27.323182213942943,100.0,98.27768441087736,99.99884827913107,0.04482991530253313,0.05645804850624967,0.037837907544601576,,,,0.8073617329520033,1.0046586222747367,-0.17891058274434968,88.7866296724326,96.8262989593567,97.08981731187629,92.93822349215444,92.63234852902687,checkpoints/gate_with_rsasa_drsasa_20ep/gate_model.pt,2a9k,"aa_type,chain,interface_nodes,rsasa_i","interface_edges,ca_dist",0.34627862615681443,0.23317430607462658,0.2672161961237381,0.32729977149410044
gate_all_features,1405,640680,3606610,3606610,0.02243789731050557,0.4947848825757927,70.64572017231691,29.354279827683083,100.0,97.80420802896921,99.99814229983281,,,,,,,0.7913896279929963,0.9943154655741686,-0.21473391675731873,82.47661931841813,97.93241678521609,98.25872495224047,90.3676721353293,89.5424623131083,checkpoints/gate_all_features/gate_model.pt,2nz8,"aa_type,chain,interface_nodes","interface_edges,ca_dist",0.3278676155570139,0.14482339665134605,0.26459874022367585,0.34775853446513677
gate_no_aa_identity,1405,640680,3606610,3606610,0.0009978861556902854,1.6770821704881584,,,100.0,99.99063495036523,99.9904065036142,,,,,,,1.382729453020591,1.8302046903407316,-0.6346774204237259,20.323239829091584,76.77796108623353,93.85309196170365,57.088165895397616,32.13918884700254,checkpoints/gate_no_aa_identity/gate_model.pt,2nz8,"chain,interface_nodes","interface_edges,ca_dist",0.3278676155570139,0.2522971030762187,0.2323433413147078,0.2791866618692119
gate_with_rsasa_drsasa_20ep,1405,640680,3606610,3606610,0.021999171106423354,0.49658850347001754,69.92804520197289,30.0719547980271,100.0,97.60207904101892,99.999500916373,0.05092149617379172,0.0615249796493445,-0.03484520977377527,,,,0.7969291686948257,0.9961828010459791,-0.15199216192660106,87.3250503935829,97.55927870897915,97.81531687651285,92.57018363504787,92.15890790719422,checkpoints/gate_with_rsasa_drsasa_20ep/gate_model.pt,2nz8,"aa_type,chain,interface_nodes,rsasa_i","interface_edges,ca_dist",0.3278676155570139,0.16337546401282646,0.25952642821968663,0.34099069166965135
gate_all_features,698,80968,418358,418358,0.022468758542114244,0.3270408852090718,69.67073411718209,30.3292658828179,100.0,96.54925402628199,99.99928291080845,,,,,,,0.6503755666667784,0.8073712205166709,-0.16598772360584987,86.7276351832641,96.42427189884317,96.7838549758819,91.75574507957299,91.31926835253478,checkpoints/gate_all_features/gate_model.pt,2oob,"aa_type,chain,interface_nodes","interface_edges,ca_dist",0.2930988541785574,0.5043833872522188,0.23630502433075776,0.27676315943799124
gate_no_aa_identity,698,80968,418358,418358,0.0011361323120071564,1.0455925011828704,,,100.0,100.0,99.95386726201005,,,,,,,1.103594609999325,1.4432493074384003,-0.5186774472988931,7.752212220155943,88.48147541878103,98.99081647775351,53.37151434895472,14.25544820795935,checkpoints/gate_no_aa_identity/gate_model.pt,2oob,"chain,interface_nodes","interface_edges,ca_dist",0.2930988541785574,0.2812430505083079,0.17536694007287906,0.20935874645786592
gate_with_rsasa_drsasa_20ep,698,80968,418358,418358,0.02278857010873624,0.3174194912868084,68.59747060567138,31.402529394328628,100.0,95.57355992490861,99.99976097026948,0.0790460437444957,0.09359461450326437,-0.06877454529636852,,,,0.6479246896077567,0.7958459449736065,-0.09461663971890823,89.29983411336701,95.96532237349088,96.24556002275563,92.77269706806133,92.51267244303901,checkpoints/gate_with_rsasa_drsasa_20ep/gate_model.pt,2oob,"aa_type,chain,interface_nodes,rsasa_i","interface_edges,ca_dist",0.2930988541785574,0.318022898902695,0.17865169049910454,0.22648387365149478
gate_all_features,1031,692832,3992333,3992333,0.021913878354415547,0.5688967601660737,72.61457322987391,27.385426770126088,100.0,96.91223846473605,99.99879769548282,,,,,,,0.835236903347186,1.0661930564177897,-0.20553343246399958,81.50204404291927,98.09024705601108,98.41320851742577,89.95762628017252,89.030053426246,checkpoints/gate_all_features/gate_model.pt,2oza,"aa_type,chain,interface_nodes","interface_edges,ca_dist",0.33098739120887033,0.17465833706779463,0.18647947442283352,0.2435469972565215
gate_no_aa_identity,1031,692832,3992333,3992333,0.001357402034308795,2.069188052356581,,,100.0,99.97979308115099,99.79400515938926,,,,,,,1.5271604347633325,2.0325693418238573,-0.7210576584949475,12.607866127399694,83.5415726159811,97.51613905954237,55.062002593471036,21.90924829890889,checkpoints/gate_no_aa_identity/gate_model.pt,2oza,"chain,interface_nodes","interface_edges,ca_dist",0.33098739120887033,0.3910236692220464,0.17984093055282616,0.20357934413969775
gate_with_rsasa_drsasa_20ep,1031,692832,3992333,3992333,0.021811434218307224,0.5455030267950175,71.87528867026927,28.124711329730733,99.99985566486536,96.96290009699321,99.9961426063407,0.04643038791363842,0.05843914240900242,0.008522158224302709,,,,0.8241291730299051,1.043703176361959,-0.12429695057148739,86.12487986347833,97.2771996413772,97.5893543950367,91.8571171292575,91.36196443560394,checkpoints/gate_with_rsasa_drsasa_20ep/gate_model.pt,2oza,"aa_type,chain,interface_nodes,rsasa_i","interface_edges,ca_dist",0.33098739120887033,0.21767223489793264,0.15366630351792382,0.19800619268052502
gate_all_features,1358,319130,1736749,1736749,0.02124821079382693,0.45522675457352135,73.38420079591388,26.61579920408611,100.0,97.39886566602952,99.99948179040264,,,,,,,0.7623115671105473,0.9534366023382788,-0.20499540059707946,82.24573614264352,97.62512387656767,97.99925032344916,90.12249323304634,89.27794283507073,checkpoints/gate_all_features/gate_model.pt,2pe6,"aa_type,chain,interface_nodes","interface_edges,ca_dist",0.3349970543279761,0.3022245618902882,0.15369082213035168,0.19708647230814105
gate_no_aa_identity,1358,319130,1736749,1736749,0.0010997175212323943,1.5989223416591007,,,100.0,99.9940463134146,99.9580250226141,,,,,,,1.3594066210613507,1.7867988223675768,-0.4788874409835403,4.3267046648652165,93.89244302279089,99.71855460979106,52.02262963732813,8.272213326757601,checkpoints/gate_no_aa_identity/gate_model.pt,2pe6,"chain,interface_nodes","interface_edges,ca_dist",0.3349970543279761,0.18710140905868322,0.25153831675489585,0.32499550358171153
gate_with_rsasa_drsasa_20ep,1358,319130,1736749,1736749,0.020935610462701516,0.4237718414162676,72.17403565944913,27.82596434055087,100.0,98.22956162065616,99.99798474045473,0.06007075444677729,0.07250120788530569,-0.046060075638635116,,,,0.7402277965186544,0.9198772718642791,-0.1146250182421509,85.8333587639895,97.3102293534563,97.62746372676766,91.73041124537858,91.21218944498425,checkpoints/gate_with_rsasa_drsasa_20ep/gate_model.pt,2pe6,"aa_type,chain,interface_nodes,rsasa_i","interface_edges,ca_dist",0.3349970543279761,0.14194204575424693,0.2577968290355468,0.3475026366665233
gate_all_features,1542,589044,3387661,3387661,0.02027936555887541,0.42411799340510703,76.29922382708253,23.70077617291747,100.0,97.96517747400874,100.0,,,,,,,0.7450999825837382,0.9206941630215161,-0.07652593004519943,82.92275998100163,97.1659350477348,97.58136956442807,90.25206477271486,89.48110273115392,checkpoints/gate_all_features/gate_model.pt,2sic,"aa_type,chain,interface_nodes","interface_edges,ca_dist",0.2875486383723136,0.10610707931404138,0.20339828037781263,0.296785348611807
gate_no_aa_identity,1542,589044,3387661,3387661,0.0005802632010331769,1.4576428736638827,,,100.0,99.99592560148308,99.93054204656251,,,,,,,1.3216194996894612,1.7059007036255174,-0.4268854463057196,8.02344154270454,89.53596004914797,99.06230286914777,53.54287220592615,14.727161702563427,checkpoints/gate_no_aa_identity/gate_model.pt,2sic,"chain,interface_nodes","interface_edges,ca_dist",0.2875486383723136,0.18232694370660027,0.2262483065381366,0.2962573771212786
gate_with_rsasa_drsasa_20ep,1542,589044,3387661,3387661,0.02117375421682529,0.4457769783460395,72.3952709814547,27.604729018545303,100.0,98.36107319656936,99.98048801223027,0.042573046256358014,0.05332040361944961,0.03541281973638751,,,,0.7612985291827966,0.9434014074944728,-0.13779609187456301,89.02579095133781,95.98882212150532,96.2797930489503,92.65279200014406,92.37627958057341,checkpoints/gate_with_rsasa_drsasa_20ep/gate_model.pt,2sic,"aa_type,chain,interface_nodes,rsasa_i","interface_edges,ca_dist",0.2875486383723136,0.2925796537199837,0.16755739740131062,0.2108887576409766
gate_all_features,1420,481380,2777640,2777640,0.020774749351219843,0.43914673145571226,76.7094603016328,23.290539698367198,100.0,97.81212347833312,99.99996399821431,,,,,,,0.7584905326782724,0.9366528335278531,-0.0803269743996624,82.66730029809479,96.82475360541699,97.28902953586498,89.97816491697989,89.18769169459527,checkpoints/gate_all_features/gate_model.pt,2sni,"aa_type,chain,interface_nodes","interface_edges,ca_dist",0.3380500000586707,0.09862960223370874,0.2771435590919999,0.38960632720897653
gate_no_aa_identity,1420,481380,2777640,2777640,0.0006410392479295224,1.3904462668672586,,,100.0,99.99979226390792,99.72318226984058,,,,,,,1.29102954317081,1.6656965961682035,-0.42540105701400993,2.4165478607738944,94.86679386615788,99.86924151437911,51.1428946875765,4.713040150681349,checkpoints/gate_no_aa_identity/gate_model.pt,2sni,"chain,interface_nodes","interface_edges,ca_dist",0.3380500000586707,0.20905517518100605,0.2355835253464609,0.30291477063628197
gate_with_rsasa_drsasa_20ep,1420,481380,2777640,2777640,0.021932800115018865,0.4520924465050732,70.57916822468736,29.42083177531264,100.0,98.26041796501724,99.90632335363834,0.0588183880862669,0.06962967893815063,0.05614294809567834,,,,0.7679687620416129,0.9494399536476712,-0.1189745378405681,88.9719330078772,95.05351115897574,95.36999035152144,92.17096167969932,91.9122316513143,checkpoints/gate_with_rsasa_drsasa_20ep/gate_model.pt,2sni,"aa_type,chain,interface_nodes,rsasa_i","interface_edges,ca_dist",0.3380500000586707,0.37306850493269067,0.1900854311476816,0.2333694418719164
gate_all_features,666,418914,2423147,2423147,0.0214758797422523,0.5970188577505048,71.78919778283849,28.21080221716151,100.0,98.77588240068367,99.99983492540898,,,,,,,0.8308752143221126,1.092462421017832,-0.3199219432302936,87.69125438943655,94.60828990398423,95.00249056289198,91.34687247616426,91.01854477448913,checkpoints/gate_all_features/gate_model.pt,2vdb,"aa_type,chain,interface_nodes","interface_edges,ca_dist",0.32972972954248636,0.04211744941301174,0.3059331688899882,0.42272056545577036
